TEA,SLN,comm_bbp,comm_bvp,comm_cctrcap,comm_incarpct,comm_juvcrimecap,comm_libcap,comm_ltbvp,comm_ltrvp,comm_ocb,comm_ocbp,comm_parkcap,comm_rcb,comm_rcbp,comm_rvp,comm_u18bbp,comm_evrate,comm_bbp_sd,comm_bvp_sd,comm_cctrcap_sd,comm_incarpct_sd,comm_juvcrimecap_sd,comm_libcap_sd,comm_ltbvp_sd,comm_ltrvp_sd,comm_ocb_sd,comm_ocbp_sd,comm_parkcap_sd,comm_rcb_sd,comm_rcbp_sd,comm_rvp_sd,comm_u18bbp_sd,comm_evrate_sd
47,47,0.867834140815662,0.106364340149,0.377969186348659,0.00203982727605927,177.073335720316,0.566953779522989,0.0823109685096,0.00945827078652,3290.436462571,0.28951935146247,0.0770571488881736,5881.831889202,0.461070425440098,0.0119801061289,0.872918099659782,135.407461009407,4,2,2,4,3,4,3,3,0,0,1,1,2,3,4,3
69,69,0.798295538028238,0.0721015067479,0.456550533971212,0.0039219280435987,209.666710331074,0.456550533971212,0.0649994267305,0.0142392751127,1006.6789719109,0.266973225356497,0.0472729980108961,1018.28532259342,0.461893224583204,0.0166887836932,0.811098317444868,306.345408294683,3,4,2,3,2,4,4,3,4,2,1,4,2,3,4,0
354,354,0.526532614460062,0.0580815817935,1.13794683690524,0.0133352521514535,586.182297603388,0.568973418452618,0.05523051308,0.0304379299359,869.005469652,0.252006811347954,0.288045241817246,1391.07606260203,0.508801372183169,0.0334660116871,0.472652395519006,209.66670469979,0,4,4,0,0,4,4,1,4,2,4,4,1,2,0,1
62,62,0.637824060814925,0.0996285106716,2.65278421063908,0.0117974428034319,794.072922685198,0.44213070177318,0.0949742515869,0.0501529628898,1218.4844040595,0.253399934818216,0.246331278985395,6592.787328478,0.431952389633547,0.0558617220706,0.557284370170669,433.509153088603,1,2,4,0,0,4,2,0,4,2,3,1,3,0,0,0
76,76,0.728446202826889,0.192078188849,0.308243518498747,0.00682516991601414,266.747548502887,0.308243518498747,0.172348886649,0.0256707411524,2823.926257677,0.253615975750833,0.0262076030281116,5929.523365811,0.492645305945101,0.0335034580886,0.708358310282594,254.917389798464,2,0,1,2,2,3,0,2,1,2,0,1,1,2,2,0
353,353,0.669526617119543,0.103850846915,0.176156295808382,0.00722972532569924,239.813269443828,0,0.100326881911,0.0179339048935,2784.1886634009,0.300993542598476,0.0227005990268682,4258.440271237,0.543318618642606,0.0225312406108,0.660950231423552,272.16147702395,2,2,1,2,2,0,2,2,1,0,0,2,0,2,2,0
53,53,0.789413136601225,0.0900269237365,0.589532573843818,0.00525033980454068,257.886074173051,0.147383143460954,0.0860651215333,0.0203009602416,2705.238110057,0.247140283870226,0.220043550692163,7523.984127516,0.40610073576494,0.0251000834955,0.75423567414356,167.795708830297,3,3,2,2,2,1,3,2,1,2,3,0,4,2,3,2
55,55,0.845873362012815,0.118332951094,1.20735645585359,0.00255603232459697,231.980250324272,0.402452151951197,0.111557517701,0.0089851558672,2359.058386029,0.259963036698308,0.0337818683150916,5887.503378218,0.384017556330192,0.0108372902538,0.793873967795198,159.371052172674,4,2,4,4,2,4,2,3,2,2,0,1,4,3,3,2
79,79,0.681479481906344,0.109630964022,0.179934283901912,0.00243240001062484,259.781194974642,0.179934283901912,0.104891868958,0.00752321606543,1662.010227449,0.246887537761415,0.152921296687384,5386.7921823934,0.455897546695572,0.00905276308559,0.67266359737425,158.612071259535,2,2,1,4,2,1,2,4,3,2,2,2,2,4,2,2
77,77,0.77569960186527,0.136797897397,0.380609717766836,0.00748767227489461,351.570794175753,0.190304858883418,0.132165585183,0.058050415944,1795.701569586,0.240732393635947,0.271998686237471,4989.9892186749,0.437038640770297,0.0616766812645,0.8128268487053,151.577820100642,3,1,2,2,1,2,0,0,3,3,3,2,3,0,4,2
68,68,0.709914332000602,0.0703628255845,0.935655954560924,0.00604780032944071,274.562313519845,0.187131190912185,0.0695161969547,0.0218351366468,1974.328392528,0.232021774031986,0.110311825027068,4036.6980493925,0.447408239812058,0.0223121844125,0.685066138178903,129.7754808976,2,4,3,2,2,1,4,2,3,4,2,2,2,2,2,3
59,59,0.715156504224266,0.0882872476826,0.226256797771197,0.00325107377004116,150.702678435495,0.226256797771197,0.0844260229629,0.0205903626357,3292.9154413458,0.229489837070092,0.0755250246812074,5252.251788509,0.482028684249214,0.0218638932114,0.713790642657041,89.1451783218516,2,3,1,3,3,2,3,2,0,4,1,2,2,2,2,4
48,48,0.74292959079605,0.207860364946,0.314564921706859,0.00543720563035235,266.411995515748,0.314564921706859,0.175851886536,0.0222075384796,3084.943653463,0.231775967298919,0.116056681374356,5009.903615628,0.453780127877108,0.0313982626994,0.703448955660057,189.053517945822,2,0,1,2,2,3,0,2,0,4,2,2,2,2,2,2
